"ID","XCOO","YCOO","ELEV","COUN","ASP","LOWDB","LITO","GENLAN","Ag","Al","Al_XRF","Al2O3","As","Au","B","Ba","Be","Bi","Br_IC","Ca","Ca_XRF","CaO","Cd","Cl_IC","Co","Cr","Cu","EC","F_IC","Fe","Fe_XRF","Fe2O3","Hg","K","K_XRF","K2O","La","Li","LOI","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Na","Na_XRF","Na2O","Ni","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","S","Sb","Sc","Se","Si","Si_XRF","SiO2","SO4_IC","Sr","Te","Th","Ti","Ti_XRF","TiO2","V","Y","Zn"
417,663618,7500000,180,"RUS","NW",20,1,"RIDGE",0.024,23000,73400,15.71,0.86,0.303,1.5,20,0.31,0.057,0.001,900,19000,2.66,0.029,0.003856,3.2,17.7,5.3,0.55,0.0005,11700,18400,2.64,0.03,260,11300,1.37,4.6,10.1,6.95,1270,4800,0.8,72.3,230,0.03,0.1,110,29000,3.91,8.6,0.0005,679,560,0.13,3.29,0.856,5.4,0.002,0.25,138,0.005,1.5,0.118,219,304400,65.13,8.798,4.7,0.008,4,494,1370,0.23,22.8,1.3,22.6
418,562025,7540000,260,"FIN","NE",35,1,"PLAIN",0.007,12300,56000,11.99,0.68,3.38,1.5,21.6,0.14,0.018,0.001,530,11000,1.55,0.023,0.001,6.1,31.3,8.1,0.48,0.0005,14700,50000,7.16,0.03,310,12000,1.45,14.3,3.3,2.61,1550,14900,2.48,190,690,0.09,0.4,60,9500,1.29,11.6,0.0005,188,210,0.05,3.52,0.611,5.4,0.002,0.25,60,0.005,2.3,0.088,252,327900,70.16,8.643,2.7,0.009,12,602,5210,0.87,31.1,2.5,23.1
421,399891,7520000,215,"FIN","NE",17,51,"FLAT",0.014,20700,59000,12.63,4,0.622,1.5,26,0.29,0.036,0.001,2390,22100,3.1,0.014,0.004672,11.4,53.9,29.7,0.83,0.0005,52400,72200,10.33,0.03,550,11400,1.38,7.3,9.1,10.28,5290,14200,2.37,178,770,0.1,0.5,200,18400,2.49,23.8,0.0005,536,690,0.16,1.29,0.938,5.1,0.002,0.571,124,0.044,4.4,0.14,157,256900,54.97,6.218,6,0.018,8,1440,8510,1.42,107,3.7,30.6
422,575100,7640000,220,"RUS","SW",18,32,"RIDGE",0.01,14300,59800,12.8,1.35,0.356,1.5,37.7,0.14,0.014,0.001,870,15400,2.16,0.019,0.001,3.9,18.9,9.2,0.38,0.0005,12900,30500,4.37,0.03,800,12100,1.46,11.9,3.8,3.11,2080,9000,1.5,69.1,380,0.05,0.3,110,15800,2.14,10.6,0.0005,403,390,0.09,2.43,0.553,5.3,0.002,0.25,84,0.005,2,0.08,241,330700,70.77,7.45,4.3,0.014,7,447,2510,0.42,29.6,2.6,23.3
423,406350,7650000,360,"NOR","E",34,1,"SLOPE",0.003,5160,51400,11.01,0.58,1.035,1.5,6.1,0.1,0.033,0.001,790,17500,2.45,0.009,0.001,2,22.2,3.3,0.44,0.0005,11400,24700,3.54,0.03,270,16600,2.01,12.5,2.5,2.58,830,6500,1.08,43.3,380,0.05,0.1,70,22100,2.99,4.1,0.0005,202,260,0.06,1.92,0.811,5.4,0.002,0.816,42,0.005,0.9,0.055,156,338800,72.49,2.239,2.8,0.0015,9,422,2810,0.47,22.6,2.1,6.8
424,701633,7670000,180,"RUS","E",25,21,"RIDGE",0.028,13100,63600,13.62,1.58,0.295,1.5,40.2,0.26,0.059,0.001,2360,20700,2.91,0.029,0.003057,4.9,43.3,11.8,0.97,0.0005,26500,36400,5.21,0.03,1620,14900,1.8,16.7,8.5,7.58,3400,9500,1.59,84.4,460,0.06,3.6,220,23300,3.15,14.7,0.00361,442,480,0.11,3.13,0.934,5.3,0.002,0.745,188,0.005,2.9,0.202,146,295300,63.2,10.401,9.9,0.009,14,1240,2930,0.49,48.1,4.1,25.3
425,646549,7440000,160,"RUS","FLAT",26,1,"FLAT",0.007,11300,64100,13.73,0.78,0.19,1.5,19.4,0.16,0.01,0.001,790,19500,2.73,0.03,0.002372,3.4,19.3,3.2,0.39,0.0005,10300,17400,2.5,0.03,420,11900,1.44,3.3,8.9,2.89,2110,6500,1.09,64.9,230,0.03,0.3,100,27200,3.67,8.9,0.0005,396,300,0.07,1.9,0.649,5.5,0.002,1.233,64,0.005,1.3,0.034,214,332100,71.06,9.222,4.4,0.0015,1.5,629,1430,0.24,20.8,0.8,20.5
427,795826,7590000,250,"RUS","NW",15,20,"RIDGE",0.038,19000,68400,14.65,1.61,0.378,1.5,53.5,0.2,0.015,0.001,1910,23600,3.31,0.027,0.003989,8.2,71.2,21.1,0.74,0.0005,27200,39900,5.71,0.03,1380,11500,1.39,14.8,7.8,8.17,4280,12400,2.07,105,540,0.07,0.5,170,23000,3.11,34,0.007875,655,560,0.13,1.87,0.871,5.1,0.002,1.712,194,0.005,2.7,0.201,114,282500,60.45,8.536,17.3,0.01,7,1130,3470,0.58,59.1,3.6,27.9
428,781927,7610000,280,"RUS","W",26,20,"SLOPE",0.017,10600,63400,13.57,1.13,0.347,1.5,26.7,0.15,0.019,0.001,1160,22700,3.18,0.028,0.002171,5.1,58.9,9.3,0.64,0.0005,24100,42500,6.09,0.03,780,10500,1.27,19.6,4.7,4.89,1960,11900,1.99,66.1,610,0.08,0.4,90,22800,3.08,19.4,0.001579,390,340,0.08,2.5,0.716,5.3,0.002,1.561,99,0.005,1.7,0.108,179,303400,64.92,8.388,5.2,0.007,11,671,3290,0.55,57.3,2.7,16.4
429,685992,7660000,160,"RUS","W",23,7,"RIDGE",0.011,16800,63900,13.69,0.75,0.462,1.5,30.6,0.36,0.019,0.001,1870,20800,2.92,0.034,0.002739,3,30.2,3.6,1.02,0.0005,22200,38000,5.44,0.06,390,15100,1.82,36.8,4.1,13.46,1780,9700,1.61,60.8,460,0.06,0.7,150,20900,2.83,7.8,0.00772,544,560,0.13,4.16,0.997,5,0.002,1.921,247,0.005,2.6,0.263,166,265400,56.79,11.708,7.8,0.004,12,949,3290,0.55,43.3,7.4,13.6
430,727133,7550000,440,"RUS","SW",30,6,"HIMO",0.023,32800,71600,15.34,2.46,0.114,1.5,43.6,0.24,0.017,0.001,2100,25300,3.55,0.06,0.004165,6.9,32.2,19.5,0.73,0.0005,23700,38000,5.44,0.03,920,9800,1.19,7.9,9.2,16.78,4050,10600,1.76,120,460,0.06,0.3,230,19600,2.65,22.9,0.005227,433,520,0.12,2.54,0.938,5.3,0.002,2.372,345,0.005,2.7,0.362,127,243800,52.17,9.384,9.2,0.007,4,1220,3350,0.56,38.7,2.8,50.6
432,765916,7400000,20,"RUS","N",22,1,"RIDGE",0.013,8130,65900,14.1,1.1,0.678,1.5,54.3,0.13,0.042,0.001,3040,27900,3.91,0.047,0.004869,6.4,33.4,12.2,0.72,0.001082,14100,32800,4.7,0.03,1870,11200,1.36,10.8,14.6,2.51,5040,13600,2.26,188,690,0.09,1,180,27400,3.7,15.6,0.0005,871,780,0.18,2.79,0.78,5.4,0.002,1.229,46,0.005,2.3,0.033,104,307900,65.89,3.906,7,0.0015,4,1090,2690,0.45,34.2,3.3,27.9
436,469463,7480000,230,"FIN","FLAT",27,51,"FLAT",0.031,22700,57000,12.2,3.7,0.812,1.5,24.2,0.37,0.095,0.001,940,12500,1.76,0.032,0.005411,6,43.7,9.4,1.34,0.0005,36100,40000,5.73,0.03,550,15400,1.86,9.1,8.1,10.26,2950,8300,1.39,117,380,0.05,0.6,90,16400,2.22,15.7,0.0005,799,690,0.16,5.89,1.138,4.8,0.002,2.025,247,0.056,2.6,0.217,188,289200,61.88,20.606,6.4,0.019,9,1040,4670,0.78,59.7,2.7,25.5
437,633082,7490000,280,"RUS","FLAT",23,1,"PLAIN",0.014,33500,71500,15.3,2.44,0.776,1.5,58.9,0.44,0.156,0.001,1180,20900,2.93,0.024,0.003051,11,77.6,14.9,0.47,0.0005,24400,33000,4.72,0.03,1200,9100,1.1,8.6,25.1,6.59,6130,12400,2.07,141,380,0.05,0.4,130,22400,3.03,61.8,0.0005,507,430,0.1,2.18,1.278,5.2,0.002,1.006,241,0.016,4,0.167,119,291500,62.38,8.762,7.3,0.009,5,981,2870,0.48,41.3,3,33.1
438,424531,7540000,215,"FIN","W",32,51,"PLAIN",0.058,25600,62700,13.42,28.1,3.72,1.5,21.6,0.32,0.028,0.001,1080,15000,2.11,0.042,0.00471,6.8,33.9,13.8,0.63,0.0005,23600,29600,4.24,0.03,100,15800,1.91,5.7,7.9,7.13,3400,8400,1.4,94.9,300,0.04,0.2,90,22000,2.97,14.9,0.0005,337,300,0.07,1.94,0.949,5.7,0.002,0.764,188,0.115,3.9,0.152,167,306600,65.6,11.511,5.2,0.004,5,797,2570,0.43,49.1,2.8,23.4
439,393963,7470000,245,"FIN","NE",23,1,"PLAIN",0.005,21600,64700,13.85,1.53,0.595,1.5,28.7,0.49,0.028,0.001,1030,15900,2.23,0.014,0.002829,5,44.3,7.4,0.47,0.0005,26500,32200,4.61,0.03,440,20000,2.41,8.3,8.8,4.89,2680,7900,1.32,82.1,300,0.04,0.5,120,23400,3.16,13.5,0.0005,697,610,0.14,2.01,1.303,5.6,0.002,1.201,219,0.022,3.5,0.104,187,308700,66.06,6.259,6.9,0.005,7,1220,3230,0.54,52.4,3.3,20
440,777229,7530000,340,"RUS","NE",24,82,"HIMO",0.022,73900,77500,16.6,5.34,0.356,1.5,105,3.86,0.023,0.001,910,8500,1.2,0.119,0.007798,1.2,3.8,7.8,1.13,0.0005,6770,26200,3.75,0.09,1490,24500,2.96,36.8,1.6,44.24,340,3000,0.51,166,1000,0.13,0.2,3090,14200,1.92,3.1,0.020473,792,1040,0.24,3.25,2.787,5.2,0.002,2.939,714,0.024,0.3,0.698,262,123100,26.34,10.831,248,0.007,6,813,6050,1.01,11.6,8.7,29.9
441,677588,7480000,240,"RUS","S",15,1,"RIDGE",0.014,17000,67000,14.35,1.33,0.354,1.5,26.4,0.24,0.056,0.001,1780,27500,3.86,0.029,0.002437,6.6,50.4,10.7,0.59,0.0005,20800,35500,5.09,0.03,830,11100,1.34,5.9,13.7,5.1,3690,12700,2.12,120,460,0.06,0.4,120,25300,3.42,26.3,0.0005,947,870,0.2,2.34,0.887,5.1,0.002,1.743,109,0.017,2.4,0.1,159,294000,62.92,10.846,6.5,0.006,4,1110,3350,0.56,40.4,1.7,33.4
442,617852,7510000,365,"FIN","W",26,1,"PLAIN",0.057,27900,65700,14.07,1.91,0.062,1.5,34.4,0.27,0.151,0.001,1230,21000,2.95,0.036,0.006683,5.4,48.4,12.5,1.37,0.0005,38200,44000,6.3,0.09,1050,10900,1.32,8.6,9.9,14.64,3630,10000,1.66,107,380,0.05,0.5,90,18900,2.55,18.5,0.001046,481,560,0.13,5.58,0.912,4.9,0.002,1.8,303,0.02,2.5,0.338,128,257400,55.09,9.533,12.1,0.009,7,1600,3830,0.64,56.6,2.5,27.4
443,541130,7760000,200,"NOR","E",29,20,"RIDGE",0.014,13300,67700,14.5,1.12,0.716,1.5,50.9,0.25,0.013,0.001,4860,34500,4.83,0.027,0.002124,6.1,28.8,9.6,0.63,0.0005,19300,40700,5.82,0.03,1160,10400,1.26,23.2,8.2,4.22,6160,15800,2.63,166,690,0.09,0.8,250,25900,3.5,12.1,0.0005,1000,1000,0.23,1.28,0.984,5.4,0.002,1.431,97,0.005,3,0.143,109,283200,60.6,8.68,32.1,0.0015,6,1190,4010,0.67,42.5,5.6,28.8
444,850684,7540000,190,"RUS","E",20,20,"PLAIN",0.041,36300,66200,14.18,2.99,0.495,1.5,96.7,2.32,0.032,0.001,1580,18500,2.59,0.043,0.009749,7.4,133,12.2,0.87,0.0005,21700,44500,6.37,0.06,620,24900,3.01,63.9,6.6,15.77,4470,15300,2.55,446,1230,0.16,1,960,25100,3.39,61.1,0.005331,170,780,0.18,5,1.246,5.3,0.002,3.229,320,0.005,1.2,0.354,87,227800,48.74,9.329,187,0.005,20,1340,7130,1.19,48.5,31.5,55
445,798791,7470000,80,"RUS","FLAT",22,1,"RIDGE",0.033,12000,60900,13.03,0.68,1.074,1.5,28.6,0.37,0.078,0.001,1610,20900,2.93,0.039,0.003825,6,34,19.4,0.81,0.0005,19900,29500,4.22,0.03,900,12200,1.48,10.3,27.2,5.37,5060,9500,1.59,162,460,0.06,0.5,150,27200,3.67,18.6,0.0005,314,300,0.07,3.54,0.918,5.1,0.002,1.295,89,0.016,1.5,0.102,110,308200,65.95,13.717,10.9,0.01,5,1470,3050,0.51,33.6,3.5,42
447,726451,7740000,150,"RUS","FLAT",23,9,"PLAIN",0.017,16700,60100,12.86,3.04,0.691,1.5,14.4,0.37,0.12,0.001,1790,7100,1,0.042,0.002516,8.4,45.6,18.2,1.1,0.0005,35000,34800,4.98,0.03,740,19700,2.38,13,17.1,9.85,6520,8300,1.38,218,300,0.04,0.6,60,19400,2.62,24.1,0.003433,383,390,0.09,8.71,0.902,5.1,0.002,2.311,231,0.066,3.6,0.466,192,292400,62.58,8.271,15.6,0.016,10,1680,3170,0.53,37.5,4.9,45
448,611379,7810000,180,"NOR","FLAT",31,9,"LOWMO",0.009,16200,46100,9.87,3.49,0.413,3,29.7,0.55,0.104,0.001,170,2500,0.35,0.026,0.003772,7.5,21.8,9.7,0.8,0.0005,25800,30100,4.31,0.03,1150,18200,2.2,8.3,22.8,6.33,3260,6100,1.02,143,230,0.03,0.4,40,5400,0.74,16.2,0.0005,212,210,0.05,7.43,0.515,5.3,0.002,2.744,105,0.07,2.3,0.282,174,342300,73.24,9.832,9.6,0.011,6,131,3290,0.55,22.2,4.6,42.5
452,560450,7760000,260,"NOR","S",18,20,"SLOPE",0.01,9880,61500,13.17,0.64,0.375,1.5,12,0.18,0.033,0.001,1390,21600,3.03,0.028,0.001,2.7,14.1,7,0.65,0.0005,11700,37500,5.37,0.03,460,13600,1.65,8.9,5.3,3.7,1970,10900,1.81,77.8,540,0.07,0.3,110,21200,2.86,5,0.0005,350,340,0.08,2.49,1.196,5.1,0.002,2.397,94,0.005,1.8,0.121,197,314000,67.2,9.394,4.3,0.0015,5,547,3350,0.56,18.3,3.9,15.7
453,675508,7590000,130,"RUS","S",10,6,"PLAIN",0.048,23100,70300,15.06,1.26,0.654,1.5,54.2,0.33,0.013,0.001,2100,37500,5.25,0.056,0.004922,11.3,64.3,39,0.72,0.0005,27400,65500,9.37,0.03,390,7700,0.93,9.8,8.1,6.85,3950,25500,4.23,120,1000,0.13,0.3,230,18800,2.54,43,0.0005,912,870,0.2,1.82,1.08,5.7,0.002,1.66,134,0.005,3.4,0.111,193,251600,53.85,11.474,6.4,0.011,4,1300,5870,0.98,63.8,3.5,44.4
454,540620,7860000,120,"NOR","S",26,10,"SLOPE",0.07,10500,46700,10,13.9,0.56,1.5,6.6,0.11,0.225,0.001,80,700,0.1,0.014,0.005498,3.9,21.1,12.3,2.12,0.002565,54900,50200,7.19,0.03,1030,18000,2.17,4.7,4.1,7.58,3300,5100,0.86,119,230,0.03,0.8,30,5900,0.8,9.6,0.0005,734,650,0.15,8.93,0.293,4.6,0.002,1.783,146,0.164,0.9,0.424,98,324700,69.47,13.066,1.6,0.043,10,1520,4250,0.71,27.6,4,27.3
455,401650,7690000,380,"NOR","FLAT",27,1,"LOWMO",0.009,8990,58900,12.61,0.47,0.507,1.5,19.6,0.12,0.023,0.001,1280,26800,3.76,0.013,0.002197,3.5,17.9,12.8,0.52,0.0005,9230,28600,4.09,0.03,880,11700,1.42,7.4,4.6,5.47,2280,12900,2.14,57.5,460,0.06,0.1,100,25100,3.39,14.1,0.0005,260,300,0.07,1.3,0.609,5.1,0.002,2.078,93,0.005,1.1,0.077,91,306900,65.68,1,5.1,0.0015,1.5,818,2990,0.5,20.9,1.9,12.3
456,700690,7610000,150,"RUS","SW",40,22,"RIDGE",0.01,13100,68300,14.62,0.76,0.516,1.5,30.1,0.2,0.012,0.001,2060,36100,5.06,0.03,0.003939,4.2,26.2,6.6,0.76,0.0005,16700,49600,7.1,0.03,340,7100,0.86,7,3.9,6.87,2220,18600,3.1,66.2,690,0.09,0.1,180,22800,3.08,15,0.002375,552,650,0.15,1.92,0.701,5.3,0.002,2.913,107,0.005,1.6,0.137,134,265700,56.86,9.058,7.2,0.006,5,837,4010,0.67,39.4,2.8,15.2
457,421257,7400000,235,"FIN","S",27,7,"PLAIN",0.018,25200,68200,14.61,1.32,0.372,1.5,18.6,0.51,0.013,0.001,930,11400,1.6,0.028,0.004527,2.7,22.5,2.7,0.69,0.0005,24100,24000,3.44,0.03,300,24700,2.98,10.8,3.8,6.87,1330,3300,0.56,65.5,230,0.03,0.2,80,23800,3.21,4.5,0.0005,1070,870,0.2,4.54,0.763,5.2,0.002,2.683,265,0.015,1.8,0.114,185,299700,64.14,10.375,4,0.005,15,899,2510,0.42,45.5,3,14.3
458,527339,7420000,200,"FIN","NE",31,51,"PLAIN",0.002,7780,45700,9.78,0.84,0.64,1.5,7.6,0.14,0.025,0.001,650,9600,1.35,0.014,0.004303,2.3,22.3,3.2,0.54,0.0005,10500,15100,2.16,0.03,100,17100,2.07,4.6,2.7,2.32,2070,5300,0.89,41.7,150,0.02,0.1,60,18500,2.5,7.3,0.0005,220,170,0.04,2,0.491,5.2,0.002,1.55,54,0.012,1.1,0.042,299,361400,77.34,9.387,2.5,0.004,1.5,579,1370,0.23,26.3,1.5,8.2
459,695676,7600000,140,"RUS","SW",40,1,"RIDGE",0.006,6100,63700,13.65,0.23,0.35,1.5,17.6,0.09,0.006,0.001,1580,32000,4.49,0.033,0.001,6.5,21.4,9,0.48,0.0005,8540,42400,6.07,0.03,320,9700,1.17,4.7,3.2,2.58,2600,20100,3.34,151,850,0.11,0.1,130,23400,3.16,26.2,0.001817,268,300,0.07,1.19,0.707,5.6,0.002,3.325,56,0.005,1.1,0.041,238,303600,64.96,3.409,6.1,0.0015,1.5,372,2390,0.4,19.3,1.5,18.3
460,829416,7490000,200,"RUS","W",30,52,"RIDGE",0.01,16300,64800,13.88,1.15,0.428,1.5,17.9,0.34,0.025,0.001,1390,21400,3,0.03,0.002939,4.8,28.6,6.5,0.47,0.0005,10900,21700,3.11,0.03,280,13300,1.61,5.1,7.5,3.52,2090,7500,1.26,109,380,0.05,0.1,180,27000,3.65,16.8,0.0005,710,520,0.12,2.04,0.923,5.3,0.002,2.477,133,0.016,1.8,0.076,221,321800,68.87,11.024,13.2,0.0015,4,707,2090,0.35,20.6,2.4,29.1
461,742425,7640000,160,"RUS","E",26,20,"SLOPE",0.026,24000,69300,14.84,0.83,0.292,1.5,34.1,0.32,0.012,0.001,2870,29100,4.08,0.043,0.006174,5.5,46.3,6.8,0.91,0.0005,21700,42800,6.13,0.03,370,7800,0.94,7,4.7,11.81,3420,14400,2.39,113,610,0.08,0.1,280,24700,3.33,26.8,0.0005,741,740,0.17,1.53,0.417,5.3,0.002,2.263,252,0.005,2.9,0.314,104,259200,55.46,19.524,13.8,0.0015,1.5,718,3470,0.58,36.8,3.8,27.5
462,552179,7650000,150,"FIN","NE",15,20,"PLAIN",0.03,27000,71600,15.33,1.55,1.294,1.5,105,0.53,0.018,0.001,900,14200,1.99,0.048,0.007487,12.3,47.9,20.9,0.6,0.0005,21600,42800,6.12,0.03,1640,15800,1.91,17.8,9.4,5.65,5210,12600,2.1,112,540,0.07,0.6,140,17800,2.41,32.4,0.0005,355,430,0.1,3.35,0.228,5.2,0.002,4.462,128,0.005,4.1,0.137,154,298500,63.87,5.797,5.9,0.013,11,1240,3710,0.62,49.7,3.8,59.2
463,486406,7450000,245,"FIN","N",29,51,"PLAIN",0.008,8150,50500,10.81,1.41,0.84,1.5,14.1,0.21,0.03,0.001,800,14700,2.06,0.022,0.003783,3,32.3,3.8,0.7,0.0005,17500,30400,4.36,0.03,230,17200,2.08,5,2,3.08,1050,6600,1.1,83.4,380,0.05,0.2,80,21800,2.94,7.4,0.0005,371,390,0.09,2.74,0.164,5.1,0.002,2.857,102,0.031,1.5,0.063,316,339200,72.58,16.968,3,0.006,4,760,3290,0.55,41.7,1.8,12.7
466,834260,7530000,190,"RUS","S",16,20,"RIDGE",0.036,27500,69800,14.94,2.16,0.546,1.5,106,1.17,0.05,0.001,1960,19500,2.73,0.048,0.007391,10.2,96.3,21.9,0.83,0.0005,22600,36500,5.23,0.03,1290,21400,2.58,28.5,16.8,9.67,6450,12700,2.12,360,850,0.11,0.6,370,27400,3.7,55.1,0.001237,634,650,0.15,6.19,0.838,5.1,0.002,5.056,161,0.024,1.9,0.157,134,266600,57.05,7.473,62.4,0.016,14,1540,4670,0.78,42.1,5.4,75.1
467,648300,7810000,100,"NOR","SE",11,9,"LOWMO",0.003,5710,36500,7.81,3.02,0.218,1.5,10.8,0.19,0.123,0.001,220,2700,0.39,0.005,0.003146,4,13.3,6.7,0.95,0.0005,24200,28400,4.07,0.03,790,18400,2.22,8.3,4.9,2.68,2480,4900,0.82,173,230,0.03,0.6,40,8900,1.2,6.9,0.0005,190,170,0.04,2.68,0.478,5,0.002,2.242,51,0.107,1.3,0.241,94,369300,79.02,18.929,3.8,0.023,5,298,3590,0.6,33.3,3.2,16.6
468,599609,7530000,260,"FIN","N",32,81,"PLAIN",0.044,22900,66500,14.23,2.21,1.85,1.5,60.6,0.92,0.139,0.001,2160,16200,2.28,0.07,0.003071,8.4,40.7,10,0.71,0.0005,25800,40200,5.76,0.03,380,16400,1.98,39.7,10.9,5.97,2640,10300,1.71,521,770,0.1,0.4,130,23200,3.14,28,0.0005,2220,1830,0.42,6.18,0.585,5.4,0.002,2.102,100,0.04,3.1,0.189,102,293100,62.71,13.225,24.3,0.019,13,637,4130,0.69,39.8,6,52.4
469,385000,7650000,395,"NOR","W",14,1,"FLAT",0.006,8260,59300,12.7,0.5,0.396,1.5,10.4,0.24,0.019,0.001,1440,17600,2.47,0.017,0.001,3.9,27.4,5.9,0.42,0.0005,10600,20900,2.99,0.03,310,19300,2.33,7.2,9.3,2.33,3020,10400,1.73,54.9,300,0.04,0.1,100,29600,4,12.9,0.0005,440,390,0.09,2.82,0.771,5.4,0.002,1.172,46,0.005,1.2,0.054,382,329100,70.43,7.339,5.5,0.007,6,551,1730,0.29,22,2.2,12.1
470,530949,7830000,140,"NOR","S",37,10,"SLOPE",0.009,9990,45400,9.73,10.1,,1.5,19.4,0.34,0.151,0.001,70,100,0.02,0.005,0.004947,5,19.6,4.6,1.87,0.0005,47300,49100,7.03,0.03,800,20800,2.51,12,12.3,8.17,3100,5400,0.9,149,150,0.02,0.6,20,300,0.05,11,0.002706,274,340,0.08,5.06,,4.6,0.002,,143,0.04,1.2,0.566,123,326900,69.95,18.988,24.2,0.037,9,51.5,3770,0.63,17,4.4,20
471,628463,7590000,170,"RUS","SE",22,32,"RIDGE",0.018,17700,71500,15.31,0.5,0.473,1.5,35.8,0.24,0.011,0.001,1010,23100,3.24,0.032,0.001,6,31.9,14.6,0.65,0.0005,26800,64200,9.19,0.03,310,12800,1.55,7.3,4.1,7.05,2230,17900,2.98,61.1,770,0.1,0.4,110,13600,1.84,16.1,0.0005,526,520,0.12,2,0.627,5.3,0.002,1.753,132,0.005,3.2,0.166,173,266300,56.99,7.076,3.7,0.015,3,830,7070,1.18,70.2,4.2,26.7
472,626200,7400000,260,"RUS","W",18,52,"RIDGE",0.019,22200,56700,12.15,1.43,1.995,1.5,51.3,0.33,0.134,0.001,2220,23300,3.27,0.048,0.002634,16.2,90.9,38,0.97,0.0005,46900,58200,8.33,0.03,1490,9900,1.2,5.1,13.9,6.85,11200,22900,3.81,249,610,0.08,0.3,120,19900,2.69,32.8,0.001129,397,480,0.11,1.58,1.423,5.3,0.002,2.708,111,0.015,4.6,0.253,128,281300,60.19,5.506,11.4,0.073,6,1650,4670,0.78,78.5,3.1,31.3
474,759921,7610000,160,"RUS","FLAT",11,20,"PLAIN",0.013,19300,67300,14.42,0.69,0.84,1.5,10.1,0.16,0.016,0.001,1360,23100,3.24,0.033,0.00341,2.8,27.2,4.3,0.7,0.0005,9630,22200,3.18,0.03,100,9500,1.15,4.3,4.4,6.6,1960,8800,1.46,72.2,380,0.05,0.1,230,24300,3.28,11.5,0.003226,212,210,0.05,1.97,2.167,5.3,0.002,2.504,160,0.005,1.8,0.107,178,305500,65.37,16.984,6.4,0.007,1.5,541,1670,0.28,20.7,1.5,13.6
475,767144,7630000,170,"RUS","W",26,20,"LOWMO",0.036,14800,66200,14.17,0.71,0.327,1.5,34,0.14,0.021,0.001,2200,24500,3.44,0.029,0.004638,4.7,30.2,11,0.65,0.0005,13200,28300,4.05,0.03,1130,10300,1.25,8.9,6.1,6.87,3110,10100,1.69,79.4,460,0.06,0.2,270,23900,3.23,16.4,0.0005,303,340,0.08,1.83,0.782,5.3,0.002,1.691,140,0.005,2.3,0.155,121,294600,63.05,9.249,8.7,0.009,1.5,751,2330,0.39,30.5,2.5,18.4
476,853360,7440000,120,"RUS","FLAT",15,1,"RIDGE",0.047,23400,69400,14.85,1.03,0.957,1.5,38.9,0.44,0.043,0.001,2290,25200,3.53,0.055,0.005562,7.6,46.9,14.5,0.58,0.0005,20600,36600,5.24,0.03,520,12400,1.5,6.5,12.4,5.1,3600,12100,2.01,117,540,0.07,0.3,270,24500,3.31,32.2,0.0005,538,480,0.11,4.46,1.314,5.5,0.002,3.248,186,0.018,3,0.104,229,293100,62.72,7.206,13.5,0.012,4,1090,3170,0.53,37.5,4.2,60.5
477,746255,7520000,260,"RUS","S",22,6,"LOWMO",0.062,25000,67300,14.4,1.58,0.734,1.5,44.7,0.3,0.019,0.001,2720,31200,4.37,0.054,0.003063,7.2,52.6,33.6,1.27,0.0005,29600,54800,7.84,0.07,870,10500,1.27,6.1,9.3,9.68,3750,15700,2.62,142,690,0.09,0.1,230,20300,2.74,28.1,0.0005,570,610,0.14,2.45,2.202,5,0.002,3.188,385,0.012,3.2,0.212,145,259500,55.53,45.365,7.3,0.009,4,1100,4730,0.79,47.6,3.8,36.5
478,504166,7760000,270,"NOR","N",19,51,"RIDGE",0.009,16900,66500,14.23,0.53,14.387,1.5,40.8,0.21,0.011,0.001,1640,21200,2.98,0.035,0.002278,7.8,37.9,12.9,0.59,0.0005,21900,48500,6.94,0.03,630,10000,1.21,10.8,7.3,5.97,4000,15500,2.58,155,690,0.09,0.3,200,19500,2.63,18.3,0.0005,281,300,0.07,1.96,1.007,5.2,0.002,2.606,120,0.005,3.4,0.129,111,290300,62.11,7.671,8,0.01,6,823,3710,0.62,44.4,3.7,43.7
481,433200,7780000,170,"NOR","NW",42,10,"SLOPE",0.013,9350,38600,8.27,2.75,0.994,1.5,12.5,0.25,0.06,0.001,1120,14000,1.96,0.016,0.00279,4.4,42.5,6.7,1.17,0.0005,26500,37000,5.3,0.03,480,11000,1.33,4.8,5.2,6.3,2000,10100,1.69,138,380,0.05,0.3,120,11600,1.57,8.8,0.001326,252,260,0.06,5.03,0.751,4.9,0.002,2.307,127,0.018,1.9,0.194,177,333300,71.33,11.877,3.8,0.011,3,688,3590,0.6,49.3,3.2,13.9
482,686161,7520000,150,"RUS","W",28,1,"RIDGE",0.036,23600,64500,13.81,1.37,0.186,1.5,42.8,0.23,0.035,0.001,1460,23300,3.27,0.036,0.007342,7.1,56.3,14.8,0.87,0.001855,29000,34700,4.97,0.03,680,9300,1.13,7,13.4,7.64,4180,11300,1.89,121,380,0.05,0.3,140,23400,3.16,27.7,0.0005,871,650,0.15,3.06,0.446,5,0.002,1.965,189,0.011,2.3,0.119,183,288800,61.79,10.38,4.8,0.012,4,1630,2510,0.42,49.5,1.6,48.4
