"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ac_228","As","Au","Ba","Bi_214","Br","Ca","Ce","Co","Cr","Cs","Cs_137","EC","Eu","Fe","Hf","Hg","K_40","La","LOI","Lu","Mo","Na","Nd","Ni","pH","Rb","Sb","Sc","Sm","Sr","Tb","Th","U","W","Yb","Zn"
746,627267,7710000,,,,,,16.4,9.4,0.008,360,6,5.3,20000,28,16,89,0.5,24.8,29.2,0.7,26000,7,0.5,257,14,17.4,0.25,0.5,17000,12,380,4.3,7.5,0.2,8.7,2.1,250,0.25,3.5,0.8,0.5,1.7,25
747,611100,7700000,60,"RUS","FLAT",21,52,12.5,4.5,0.001,410,4.1,11,10000,31,11,83,0.5,31.6,27.5,0.7,37600,5,0.5,193.6,15,24.5,0.2,4,16300,14,10,4.3,31,0.05,13,2.3,250,0.25,4.2,0.25,0.5,1.4,99
748,575119,7500000,270,"FIN","E",47,51,13.5,1.9,0.001,460,5.6,2.6,5000,18,3,60,0.5,39.7,24.2,0.5,11500,6,0.5,417.3,9.9,15.4,0.13,0.5,18800,9,10,4.3,52,0.2,4.7,1.3,250,0.25,2.9,0.25,0.5,0.9,25
751,727022,7590000,180,"RUS","E",33,20,7.3,0.25,0.001,330,3.1,3.3,20000,18,7,88,0.5,30.1,20,0.5,18400,5,0.5,212.6,9.1,14.4,0.13,0.5,20100,8,10,4.4,7.5,0.2,7.7,1.6,800,0.25,2.4,0.25,0.5,0.9,25
752,445072,7610000,335,"FIN","W",35,51,5.5,0.25,0.001,240,3.3,5.1,20000,11,7,73,0.5,28,21.5,0.4,22500,4,0.5,147.4,5,24,0.16,0.5,10000,2.5,10,4.4,22,0.05,11,1,250,0.25,1.4,0.25,0.5,1.2,91
754,723396,7490000,180,"RUS","N",30,105,2,1.4,0.001,220,2.1,0.25,5000,4,5,60,0.5,19.5,18,0.3,12200,4,0.5,163.9,2,10.1,0.09,0.5,23300,2.5,10,4.4,7.5,0.05,5.3,0.5,250,0.25,0.6,0.25,0.5,0.7,25
755,638770,7700000,420,"RUS","N",50,52,9.3,3.1,0.001,270,0.1,15,5000,18,7,29,0.5,69.3,18.7,0.5,15300,3,0.5,175.8,9.7,52.4,0.14,0.5,13700,8,10,4.5,7.5,0.2,6.7,1.6,250,0.25,2,0.25,0.5,1,25
756,447472,7560000,285,"FIN","NE",43,51,9.5,2,0.001,410,7.2,2.5,30000,12,16,110,1,23.2,18.9,0.7,49700,5,0.5,260.1,5.8,14.1,0.24,0.5,17300,6,10,4.4,7.5,0.3,17,1.6,250,0.25,1.8,0.25,0.5,1.5,62
757,788150,7630000,250,"RUS","SE",43,20,15.7,0.8,0.004,380,5.2,6.1,20000,25,4,110,0.5,26.7,12.6,0.4,12100,5,0.5,267.2,14,15.1,0.12,0.5,22700,9,10,4.6,31,0.05,5.2,1.4,250,0.25,4.7,0.25,0.5,0.6,25
758,656286,7420000,170,"RUS","NE",46,1,7,0.25,0.001,380,4.1,3.3,30000,19,11,230,0.5,42.4,16.2,0.5,22400,5,0.5,273.5,7.9,14.1,0.16,0.5,20700,11,98,4.5,23,0.2,13,2.3,250,0.25,1.6,0.25,0.5,1,25
759,508597,7410000,310,"FIN","FLAT",24,7,13,1.5,0.001,580,6.6,2.1,5000,18,2,29,0.5,37.6,23.9,0.4,8200,7,0.5,364,9.6,14.1,0.15,2,17500,7,10,4.4,43,0.3,3.5,1.2,250,0.25,4.1,1.5,0.5,1,25
761,812996,7610000,230,"RUS","FLAT",32,20,12.4,0.25,0.001,380,3.4,2.7,20000,30,4,48,0.5,26.2,13.8,0.6,16900,4,0.5,292.1,17,8.38,0.11,2,26800,10,75,4.5,21,0.05,5.2,1.4,600,0.25,3.7,0.25,0.5,0.6,25
763,645071,7650000,160,"RUS","SW",37,22,10.8,0.25,0.001,240,3,3,5000,23,5,36,0.5,56.4,47.9,0.6,18200,5,0.5,142.9,12,36.1,0.19,0.5,13900,11,10,4.1,7.5,0.05,7.7,1.5,250,0.25,3.8,0.9,0.5,1.3,62
766,477159,7660000,310,"FIN","N",37,32,19.9,0.25,0.001,400,6.3,8.4,10000,44,7,73,0.5,52.3,27.3,0.9,28000,6,0.5,256.9,24,29.8,0.24,0.5,10700,18,10,4.5,27,0.2,9.3,2.8,250,0.25,5.6,0.25,0.5,1.5,72
767,602160,7840000,50,"NOR","NW",55,9,0.4,0.25,0.001,25,3.2,71,5000,11,2,7,0.5,130.1,48.9,0.1,2100,1,0.5,127.3,5.2,88.1,0.025,0.5,1500,2.5,10,4.3,7.5,0.3,1.1,0.6,250,0.25,1.2,1.1,0.5,0.3,25
768,387296,7570000,362,"FIN","NE",40,1,11.6,0.9,0.001,660,9.1,2.9,5000,19,3,38,0.5,14.4,17.1,0.5,13300,10,0.5,425.3,10,16.3,0.19,0.5,21600,7,10,4.4,56,0.2,5.5,1.3,600,0.25,3.8,2,2,1.2,25
769,651979,7640000,120,"RUS","W",25,22,14.4,1,0.001,330,4.6,6.1,10000,25,3,23,0.5,49,59.1,0.6,12500,4,0.5,172.9,13,54.8,0.16,0.5,8300,9,10,4.1,26,0.3,5.3,1.3,250,0.25,2.3,0.25,0.5,0.8,25
770,525540,7550000,,,,,,43.4,0.25,0.002,630,9.9,5.1,5000,56,5,78,0.5,51.5,29.6,1,28700,5,0.5,622.4,32,24.6,0.42,0.5,6500,20,10,4.2,60,0.3,11,3.6,250,0.6,9.3,1.2,0.5,2.7,93
771,467613,7650000,270,"FIN","N",40,32,10.8,0.25,0.001,350,2.8,7.1,20000,28,11,95,0.5,44.4,19.6,0.7,33800,4,0.5,150.9,15,21.8,0.29,0.5,14300,11,10,4.6,7.5,0.05,12,2.2,250,0.25,4,0.8,0.5,1.8,86
773,573770,7410000,260,"FIN","FLAT",55,7,14.4,0.9,0.001,250,8.4,2.1,5000,17,3,48,0.5,32.9,23.5,0.3,5600,5,0.5,262,8.5,21,0.12,0.5,21100,7,10,4.3,17,0.2,2.8,1.1,250,0.25,3.2,0.25,0.5,0.7,25
774,559926,7730000,256,"FIN","E",34,20,20.7,0.25,0.001,360,7.5,4.4,10000,25,5,38,0.5,31.6,17.6,0.6,23100,7,0.5,338.9,13,12.7,0.23,0.5,16900,9,10,4.5,27,0.1,7.9,1.7,250,0.25,4.2,0.8,0.5,1.4,25
775,641591,7630000,130,"RUS","S",63,31,13.3,0.25,0.001,480,2.7,4.4,5000,39,5,46,0.5,31.4,52.3,0.8,20300,5,0.5,175.4,21,48.2,0.23,0.5,10900,14,10,4.5,7.5,0.05,8.5,2.3,250,0.25,5.3,0.9,0.5,1.5,25
776,547431,7690000,140,"FIN","N",37,20,27.7,0.25,0.001,480,9.5,2.7,10000,34,8,74,0.5,49.3,16.2,0.7,31700,6,0.5,410.7,19,11.5,0.28,0.5,18100,13,10,4.6,40,0.05,10,2.5,250,0.25,5.7,1,0.5,1.5,71
777,456518,7670000,360,"FIN","E",33,31,59.8,0.25,0.001,540,8.5,7.6,5000,63,9,110,0.5,36,10.8,1,39900,5,0.5,525.9,36,15.1,0.41,0.5,5600,22,10,4.8,59,0.05,13,4.2,250,0.8,14,1.1,0.5,2.7,51
778,586765,7450000,245,"FIN","NW",41,1,12.3,0.7,0.005,440,8.3,1.8,5000,17,2,48,0.5,55.8,19.8,0.4,6300,5,0.5,424.6,8.5,11.2,0.11,0.5,18100,6,10,4.6,35,0.2,3.6,1.2,250,0.25,2.7,1.2,0.5,0.7,25
781,507397,7510000,205,"FIN","FLAT",86,51,7.1,0.9,0.001,210,0.5,4,10000,6,4,110,0.5,45.9,51,0.1,7400,3,0.5,132.5,3.2,43.7,0.07,0.5,10200,2.5,10,4,23,0.4,3.2,0.4,250,0.25,0.9,1.2,0.5,0.4,25
782,691184,7550000,190,"RUS","FLAT",38,1,6.1,0.25,0.001,430,7.2,2.6,30000,10,9,130,0.5,28.8,14.2,0.4,27400,4,0.5,361.6,4.4,7.83,0.21,0.5,21900,2.5,10,4.5,26,0.1,8.9,1.1,250,0.25,1.2,1.1,0.5,1.5,25
783,820199,7510000,180,"RUS","FLAT",32,52,18,0.25,0.005,450,9.3,2.6,10000,52,4,76,0.5,19.9,13,0.8,20200,8,0.5,602.2,27,7.38,0.19,4,25500,14,10,4.5,53,0.2,4.2,2.3,250,0.25,4,1.3,0.5,1.1,25
784,649700,7740000,80,"NOR","NE",42,20,0.4,0.25,0.001,25,0.1,36,5000,1.5,2,2.5,0.5,82.6,73.4,0.1,700,0.5,0.5,36.9,0.5,97.8,0.025,0.5,500,2.5,69,3.8,7.5,0.3,0.4,0.05,250,0.25,0.1,0.25,0.5,0.1,25
785,580000,7680000,105,"NOR","NW",34,20,4.5,0.25,0.001,240,9,8,5000,8,3,21,0.5,100.2,50.9,0.2,6500,2,0.5,129.5,3.8,50.4,0.08,0.5,9900,2.5,10,4,24,0.3,3,0.6,250,0.25,1.1,0.25,0.5,0.2,25
786,672583,7430000,160,"RUS","SW",50,1,3.2,0.25,0.002,380,4.8,2.7,10000,8,8,110,0.5,47.2,21.7,0.4,17400,3,0.5,361.3,3.4,17.7,0.08,0.5,20500,2.5,10,4.5,34,0.3,6.2,0.8,250,0.25,0.7,0.25,0.5,0.6,25
901,625409,7700000,210,"RUS","NW",38,52,8.2,3.3,0.001,350,5.5,3.9,5000,19,6,39,0.5,36.3,27.9,0.5,14700,7,0.5,167.5,10,24.7,0.16,0.5,18800,10,140,4.4,7.5,0.05,6,1.5,250,0.25,3.1,0.25,0.5,1.3,25
902,657495,7740000,90,"RUS","NE",57,21,14.2,1.6,0.001,420,5.6,50,20000,27,6,66,0.5,69.9,25.5,0.5,14400,2,0.5,197,13,51.7,0.15,0.5,12200,11,130,4.6,22,0.05,6.1,1.6,250,0.25,3.2,0.25,0.5,0.8,25
903,685682,7740000,170,"RUS","N",30,9,9.6,2.2,0.001,220,7,46,5000,20,3,17,2,80.6,51.7,0.3,9100,3,0.5,160,10,69.7,0.19,0.5,3800,2.5,10,4.1,24,0.4,3.3,1.2,250,0.25,2.5,2.3,0.5,1.1,25
904,683207,7730000,180,"RUS","E",70,4,9.5,2.1,0.001,450,4.2,47,5000,22,5,35,0.5,39.3,23.7,0.5,13400,3,0.5,172,11,37.8,0.12,4,19500,12,10,4.5,41,0.2,4.9,1.5,250,0.25,1.7,0.25,0.5,0.6,25
905,680047,7720000,200,"RUS","SW",41,21,11.9,2,0.001,360,5.7,33,5000,22,3,28,0.5,49.9,38.5,0.4,9400,3,0.5,174,11,56.3,0.07,0.5,11200,2.5,10,4.2,7.5,0.3,3.9,1.5,250,0.25,3.3,0.25,0.5,0.6,25
